Component,Sub-component,Variable,Measure,Country,ISO Code,Year,val
Context,Economic,Annual GDP growth,Annual %,Bangladesh,BGD,2007,7.058599354498483
Context,Economic,Annual GDP growth,Annual %,Barbados,BRB,2007,2.079183862588792
Context,Economic,Annual GDP growth,Annual %,Belize,BLZ,2007,3.3532482910813286
Context,Economic,Annual GDP growth,Annual %,Botswana,BWA,2007,5.7925557772711755
Context,Economic,Annual GDP growth,Annual %,Brunei Darussalam,BRN,2007,-3.763623475704179
Context,Economic,Annual GDP growth,Annual %,Cameroon,CMR,2007,4.327589009728712
Context,Economic,Annual GDP growth,Annual %,Canada,CAN,2007,2.0499046372678578
Context,Economic,Annual GDP growth,Annual %,Cyprus,CYP,2007,5.09822614854798
Context,Economic,Annual GDP growth,Annual %,Dominica,DMA,2007,5.357937557587803
Context,Economic,Annual GDP growth,Annual %,Eswatini,SWZ,2007,4.435375508945398
Context,Economic,Annual GDP growth,Annual %,Fiji,FJI,2007,-0.8506543100458259
Context,Economic,Annual GDP growth,Annual %,Gambia,GMB,2007,6.008108024876677
Context,Economic,Annual GDP growth,Annual %,Gabon,GAB,2007,3.043249508297393
Context,Economic,Annual GDP growth,Annual %,Ghana,GHA,2007,4.346819104400794
Context,Economic,Annual GDP growth,Annual %,Grenada,GRD,2007,6.123450947414668
Context,Economic,Annual GDP growth,Annual %,Guyana,GUY,2007,7.191236240574568
Context,Economic,Annual GDP growth,Annual %,India,IND,2007,7.660815067010702
Context,Economic,Annual GDP growth,Annual %,Jamaica,JAM,2007,1.4319540366511774
Context,Economic,Annual GDP growth,Annual %,Kenya,KEN,2007,6.8507297699878364
Context,Economic,Annual GDP growth,Annual %,Kiribati,KIR,2007,3.055079815666687
Context,Economic,Annual GDP growth,Annual %,Lesotho,LSO,2007,4.187914099571515
Context,Economic,Annual GDP growth,Annual %,Malawi,MWI,2007,9.599999876834687
Context,Economic,Annual GDP growth,Annual %,Malaysia,MYS,2007,6.298785927409469
Context,Economic,Annual GDP growth,Annual %,Maldives,MDV,2007,7.1333802337135666
Context,Economic,Annual GDP growth,Annual %,Malta,MLT,2007,5.0366639508184505
Context,Economic,Annual GDP growth,Annual %,Mauritius,MUS,2007,5.727016159816685
Context,Economic,Annual GDP growth,Annual %,Mozambique,MOZ,2007,7.649353937958665
Context,Economic,Annual GDP growth,Annual %,Namibia,NAM,2007,5.374044151676344
Context,Economic,Annual GDP growth,Annual %,Nauru,NRU,2007,-22.185304977996722
Context,Economic,Annual GDP growth,Annual %,New Zealand,NZL,2007,3.056416389849545
Context,Economic,Annual GDP growth,Annual %,Nigeria,NGA,2007,6.591130360687345
Context,Economic,Annual GDP growth,Annual %,Pakistan,PAK,2007,4.444814339884402
Context,Economic,Annual GDP growth,Annual %,Papua New Guinea,PNG,2007,7.815189228623879
Context,Economic,Annual GDP growth,Annual %,Rwanda,RWA,2007,7.633298191252763
Context,Economic,Annual GDP growth,Annual %,Saint Kitts and Nevis,KNA,2007,0.6006023265437506
Context,Economic,Annual GDP growth,Annual %,Saint Lucia,LCA,2007,1.691618574339131
Context,Economic,Annual GDP growth,Annual %,Saint Vincent and The Grenadines,VCT,2007,3.3229685982929027
Context,Economic,Annual GDP growth,Annual %,Samoa,WSM,2007,0.48598255001725477
Context,Economic,Annual GDP growth,Annual %,Seychelles,SYC,2007,8.876066455708795
Context,Economic,Annual GDP growth,Annual %,Sierra Leone,SLE,2007,3.7497580475164085
Context,Economic,Annual GDP growth,Annual %,Singapore,SGP,2007,9.021519512688926
Context,Economic,Annual GDP growth,Annual %,Solomon Islands,SLB,2007,3.639672429481351
Context,Economic,Annual GDP growth,Annual %,South Africa,ZAF,2007,5.360474053941616
Context,Economic,Annual GDP growth,Annual %,Sri Lanka,LKA,2007,6.796826118928664
Context,Economic,Annual GDP growth,Annual %,Togo,TGO,2007,-1.1751203922476776
Context,Economic,Annual GDP growth,Annual %,Tonga,TON,2007,-2.464307791002227
Context,Economic,Annual GDP growth,Annual %,Trinidad and Tobago,TTO,2007,4.75420970092722
Context,Economic,Annual GDP growth,Annual %,Tuvalu,TUV,2007,7.142857142857139
Context,Economic,Annual GDP growth,Annual %,Uganda,UGA,2007,8.412425965510707
Context,Economic,Annual GDP growth,Annual %,United Kingdom,GBR,2007,2.6248799534028535
Context,Economic,Annual GDP growth,Annual %,United Republic of Tanzania,TZA,2007,6.768535202937159
Context,Economic,Annual GDP growth,Annual %,Vanuatu,VUT,2007,2.8758922877538
Context,Economic,Annual GDP growth,Annual %,Zambia,ZMB,2007,8.352436244474063
Context,Economic,Annual GDP growth,Annual %,Antigua and Barbuda,ATG,2008,-0.014006598185176244
Context,Economic,Annual GDP growth,Annual %,Australia,AUS,2008,3.586266952260459
Context,Economic,Annual GDP growth,Annual %,Bahamas,BHS,2008,-2.323648070418514
Context,Economic,Annual GDP growth,Annual %,Bangladesh,BGD,2008,6.013789757385354
Context,Economic,Annual GDP growth,Annual %,Barbados,BRB,2008,0.6334605908593147
Context,Economic,Annual GDP growth,Annual %,Belize,BLZ,2008,-1.6821164462035227
Context,Economic,Annual GDP growth,Annual %,Botswana,BWA,2008,3.2520729579683234
Context,Economic,Annual GDP growth,Annual %,Brunei Darussalam,BRN,2008,-3.900710820856588
Context,Economic,Annual GDP growth,Annual %,Cameroon,CMR,2008,2.8476778892105017
Context,Economic,Annual GDP growth,Annual %,Canada,CAN,2008,0.995406301140747
Context,Economic,Annual GDP growth,Annual %,Cyprus,CYP,2008,3.646989221039391
Context,Economic,Annual GDP growth,Annual %,Dominica,DMA,2008,7.121312177622315
Context,Economic,Annual GDP growth,Annual %,Eswatini,SWZ,2008,0.8216639354659208
Context,Economic,Annual GDP growth,Annual %,Fiji,FJI,2008,1.0327942202596745
Context,Economic,Annual GDP growth,Annual %,Gambia,GMB,2008,-3.308430648787507
Context,Economic,Annual GDP growth,Annual %,Gabon,GAB,2008,6.255905533942865
Context,Economic,Annual GDP growth,Annual %,Ghana,GHA,2008,9.14979893831817
Context,Economic,Annual GDP growth,Annual %,Grenada,GRD,2008,0.9475426249076975
Context,Economic,Annual GDP growth,Annual %,Guyana,GUY,2008,1.7552234959201911
Context,Economic,Annual GDP growth,Annual %,India,IND,2008,3.086698059219813
Context,Economic,Annual GDP growth,Annual %,Jamaica,JAM,2008,-0.8117367032808147
Context,Economic,Annual GDP growth,Annual %,Kenya,KEN,2008,0.23228274481297717
Context,Economic,Annual GDP growth,Annual %,Kiribati,KIR,2008,-2.984731216318309
Context,Economic,Annual GDP growth,Annual %,Lesotho,LSO,2008,5.523419669786463
Context,Economic,Annual GDP growth,Annual %,Malawi,MWI,2008,7.639736399445908
Context,Economic,Annual GDP growth,Annual %,Malaysia,MYS,2008,4.8317698891309675
Context,Economic,Annual GDP growth,Annual %,Maldives,MDV,2008,8.97645460526985
Context,Economic,Annual GDP growth,Annual %,Malta,MLT,2008,4.41012622523094
Context,Economic,Annual GDP growth,Annual %,Mauritius,MUS,2008,5.38696254207251
Context,Economic,Annual GDP growth,Annual %,Mozambique,MOZ,2008,6.878029425609952
Context,Economic,Annual GDP growth,Annual %,Namibia,NAM,2008,2.6498120378026755
Context,Economic,Annual GDP growth,Annual %,Nauru,NRU,2008,20.38090759244784
Context,Economic,Annual GDP growth,Annual %,New Zealand,NZL,2008,-1.0170384693397523
Context,Economic,Annual GDP growth,Annual %,Nigeria,NGA,2008,6.7644727778017
Context,Economic,Annual GDP growth,Annual %,Pakistan,PAK,2008,2.120441043308304
Context,Economic,Annual GDP growth,Annual %,Papua New Guinea,PNG,2008,-0.29645784588058177
Context,Economic,Annual GDP growth,Annual %,Rwanda,RWA,2008,11.161247324732344
Context,Economic,Annual GDP growth,Annual %,Saint Kitts and Nevis,KNA,2008,11.317035826710935
Context,Economic,Annual GDP growth,Annual %,Saint Lucia,LCA,2008,4.949321940280569
Context,Economic,Annual GDP growth,Annual %,Saint Vincent and The Grenadines,VCT,2008,0.40464080863888796
Context,Economic,Annual GDP growth,Annual %,Samoa,WSM,2008,3.556104673950003
Context,Economic,Annual GDP growth,Annual %,Seychelles,SYC,2008,-2.7259462615486427
Context,Economic,Annual GDP growth,Annual %,Sierra Leone,SLE,2008,3.686059699321234
Context,Economic,Annual GDP growth,Annual %,Singapore,SGP,2008,1.8634834546203507
Context,Economic,Annual GDP growth,Annual %,Solomon Islands,SLB,2008,6.225969543761906
Context,Economic,Annual GDP growth,Annual %,South Africa,ZAF,2008,3.1910438863287993
Context,Economic,Annual GDP growth,Annual %,Sri Lanka,LKA,2008,5.95008814473897
Context,Economic,Annual GDP growth,Annual %,Togo,TGO,2008,4.035645276074845
Context,Economic,Annual GDP growth,Annual %,Tonga,TON,2008,4.86284132376997
Context,Economic,Annual GDP growth,Annual %,Trinidad and Tobago,TTO,2008,3.3917370780738736
Context,Economic,Annual GDP growth,Annual %,Tuvalu,TUV,2008,6.666666666666671
Context,Economic,Annual GDP growth,Annual %,Uganda,UGA,2008,8.708751901544986
Context,Economic,Annual GDP growth,Annual %,United Kingdom,GBR,2008,-0.2487972607566462
Context,Economic,Annual GDP growth,Annual %,United Republic of Tanzania,TZA,2008,5.686416859052244
Context,Economic,Annual GDP growth,Annual %,Vanuatu,VUT,2008,5.600991821472135
Context,Economic,Annual GDP growth,Annual %,Zambia,ZMB,2008,7.773895815423629
Context,Economic,Annual GDP growth,Annual %,Antigua and Barbuda,ATG,2009,-11.962879470347104
Context,Economic,Annual GDP growth,Annual %,Australia,AUS,2009,1.8925558192254925
Context,Economic,Annual GDP growth,Annual %,Bahamas,BHS,2009,-4.175428056473422
Context,Economic,Annual GDP growth,Annual %,Bangladesh,BGD,2009,5.045124799193374
Context,Economic,Annual GDP growth,Annual %,Barbados,BRB,2009,-5.017275382509027
Context,Economic,Annual GDP growth,Annual %,Belize,BLZ,2009,-0.38932146829810677
Context,Economic,Annual GDP growth,Annual %,Botswana,BWA,2009,-14.144234616342331
Context,Economic,Annual GDP growth,Annual %,Brunei Darussalam,BRN,2009,-1.9002538618213123
Context,Economic,Annual GDP growth,Annual %,Cameroon,CMR,2009,2.5792517773875403
Context,Economic,Annual GDP growth,Annual %,Canada,CAN,2009,-2.9150862155026687
Context,Economic,Annual GDP growth,Annual %,Cyprus,CYP,2009,-2.0150820368369438
Context,Economic,Annual GDP growth,Annual %,Dominica,DMA,2009,-1.13575145648322
Context,Economic,Annual GDP growth,Annual %,Eswatini,SWZ,2009,1.5650488408222856
Context,Economic,Annual GDP growth,Annual %,Fiji,FJI,2009,-1.3860377076358077
Context,Economic,Annual GDP growth,Annual %,Gambia,GMB,2009,0.13033111981661705
Context,Economic,Annual GDP growth,Annual %,Gabon,GAB,2009,6.6657243078366974
Context,Economic,Annual GDP growth,Annual %,Ghana,GHA,2009,4.844487051750761
Context,Economic,Annual GDP growth,Annual %,Grenada,GRD,2009,-6.6132813479954535
Context,Economic,Annual GDP growth,Annual %,Guyana,GUY,2009,3.6115084721858466
Context,Economic,Annual GDP growth,Annual %,India,IND,2009,7.861888832860743
Context,Economic,Annual GDP growth,Annual %,Jamaica,JAM,2009,-4.345301857946396
Context,Economic,Annual GDP growth,Annual %,Kenya,KEN,2009,3.306939816310887
Context,Economic,Annual GDP growth,Annual %,Kiribati,KIR,2009,0.5368011946483193
Context,Economic,Annual GDP growth,Annual %,Lesotho,LSO,2009,-1.2537577992083158
Context,Economic,Annual GDP growth,Annual %,Malawi,MWI,2009,8.328109852403799
Context,Economic,Annual GDP growth,Annual %,Malaysia,MYS,2009,-1.5135287159871353
Context,Economic,Annual GDP growth,Annual %,Maldives,MDV,2009,-8.340698760429802
Context,Economic,Annual GDP growth,Annual %,Malta,MLT,2009,-1.3953425545710019
Context,Economic,Annual GDP growth,Annual %,Mauritius,MUS,2009,3.315076997907809
Context,Economic,Annual GDP growth,Annual %,Mozambique,MOZ,2009,5.928971874608152
Context,Economic,Annual GDP growth,Annual %,Namibia,NAM,2009,0.29597091400108866
Context,Economic,Annual GDP growth,Annual %,Nauru,NRU,2009,-5.651932799673148
Context,Economic,Annual GDP growth,Annual %,New Zealand,NZL,2009,-0.03746611207130002
Context,Economic,Annual GDP growth,Annual %,Nigeria,NGA,2009,8.036925100990672
Context,Economic,Annual GDP growth,Annual %,Pakistan,PAK,2009,3.472550595673482
Context,Economic,Annual GDP growth,Annual %,Papua New Guinea,PNG,2009,6.800421483220958
Context,Economic,Annual GDP growth,Annual %,Rwanda,RWA,2009,6.2482575062050785
Context,Economic,Annual GDP growth,Annual %,Saint Kitts and Nevis,KNA,2009,-3.4047401537624467
Context,Economic,Annual GDP growth,Annual %,Saint Lucia,LCA,2009,-2.828899548306282
Context,Economic,Annual GDP growth,Annual %,Saint Vincent and The Grenadines,VCT,2009,-1.3781936056056026
Context,Economic,Annual GDP growth,Annual %,Samoa,WSM,2009,-0.5416776018345928
Context,Economic,Annual GDP growth,Annual %,Seychelles,SYC,2009,-2.4793759472613743
Context,Economic,Annual GDP growth,Annual %,Sierra Leone,SLE,2009,1.5308032395871578
Context,Economic,Annual GDP growth,Annual %,Singapore,SGP,2009,0.1279533827780881
Context,Economic,Annual GDP growth,Annual %,Solomon Islands,SLB,2009,2.8642679016743813
Context,Economic,Annual GDP growth,Annual %,South Africa,ZAF,2009,-1.5380891352558308
Context,Economic,Annual GDP growth,Annual %,Sri Lanka,LKA,2009,3.5389120531784215
Context,Economic,Annual GDP growth,Annual %,Togo,TGO,2009,5.453823992626667
Context,Economic,Annual GDP growth,Annual %,Tonga,TON,2009,-5.129178191505318
Context,Economic,Annual GDP growth,Annual %,Trinidad and Tobago,TTO,2009,-4.391729247461399
Context,Economic,Annual GDP growth,Annual %,Tuvalu,TUV,2009,-6.25
Context,Economic,Annual GDP growth,Annual %,Uganda,UGA,2009,6.8015173486039515
Context,Economic,Annual GDP growth,Annual %,United Kingdom,GBR,2009,-4.620553707684252
Context,Economic,Annual GDP growth,Annual %,United Republic of Tanzania,TZA,2009,5.269105248734633
Context,Economic,Annual GDP growth,Annual %,Vanuatu,VUT,2009,3.037303540996021
Context,Economic,Annual GDP growth,Annual %,Zambia,ZMB,2009,9.220348405866304
Context,Economic,Annual GDP growth,Annual %,Antigua and Barbuda,ATG,2010,-7.840506837309718
Context,Economic,Annual GDP growth,Annual %,Australia,AUS,2010,2.2199802653654928
Context,Economic,Annual GDP growth,Annual %,Bahamas,BHS,2010,1.5386624869383496
Context,Economic,Annual GDP growth,Annual %,Bangladesh,BGD,2010,5.571788185331215
Context,Economic,Annual GDP growth,Annual %,Barbados,BRB,2010,-2.2177108562822667
Context,Economic,Annual GDP growth,Annual %,Belize,BLZ,2010,1.1140357874026137
Context,Economic,Annual GDP growth,Annual %,Botswana,BWA,2010,10.119723330909267
Context,Economic,Annual GDP growth,Annual %,Brunei Darussalam,BRN,2010,2.7413643351482193
Context,Economic,Annual GDP growth,Annual %,Cameroon,CMR,2010,2.899024721220144
Context,Economic,Annual GDP growth,Annual %,Canada,CAN,2010,3.0908063446933483
Context,Economic,Annual GDP growth,Annual %,Cyprus,CYP,2010,2.2826710011978832
Context,Economic,Annual GDP growth,Annual %,Dominica,DMA,2010,-0.1056108576949839
Context,Economic,Annual GDP growth,Annual %,Eswatini,SWZ,2010,3.7937550774569644
Context,Economic,Annual GDP growth,Annual %,Fiji,FJI,2010,2.954672422122414
Context,Economic,Annual GDP growth,Annual %,Gambia,GMB,2010,7.089887314551262
Context,Economic,Annual GDP growth,Annual %,Gabon,GAB,2010,5.908335809682882
Context,Economic,Annual GDP growth,Annual %,Ghana,GHA,2010,7.899711940516212
Context,Economic,Annual GDP growth,Annual %,Grenada,GRD,2010,-0.511146187173722
Context,Economic,Annual GDP growth,Annual %,Guyana,GUY,2010,4.138441601373415
Context,Economic,Annual GDP growth,Annual %,India,IND,2010,8.49758470221235
Context,Economic,Annual GDP growth,Annual %,Jamaica,JAM,2010,-1.4571472094750249
Context,Economic,Annual GDP growth,Annual %,Kenya,KEN,2010,8.05847360290906
Context,Economic,Annual GDP growth,Annual %,Kiribati,KIR,2010,1.2259519892487987
Context,Economic,Annual GDP growth,Annual %,Lesotho,LSO,2010,5.269670780562862
Context,Economic,Annual GDP growth,Annual %,Malawi,MWI,2010,6.874065854161415
Context,Economic,Annual GDP growth,Annual %,Malaysia,MYS,2010,7.424847383260968
Context,Economic,Annual GDP growth,Annual %,Maldives,MDV,2010,6.785467909408709
Context,Economic,Annual GDP growth,Annual %,Malta,MLT,2010,6.197345169111898
Context,Economic,Annual GDP growth,Annual %,Mauritius,MUS,2010,4.377203223442933
Context,Economic,Annual GDP growth,Annual %,Mozambique,MOZ,2010,6.679729356628641
Context,Economic,Annual GDP growth,Annual %,Namibia,NAM,2010,6.039249479558578
Context,Economic,Annual GDP growth,Annual %,Nauru,NRU,2010,-0.15997691123855873
Context,Economic,Annual GDP growth,Annual %,New Zealand,NZL,2010,1.4586363491134904
Context,Economic,Annual GDP growth,Annual %,Nigeria,NGA,2010,8.005655916286457
Context,Economic,Annual GDP growth,Annual %,Pakistan,PAK,2010,1.5017175215288319
Context,Economic,Annual GDP growth,Annual %,Papua New Guinea,PNG,2010,10.12845407202316
Context,Economic,Annual GDP growth,Annual %,Rwanda,RWA,2010,7.334656450067527
Context,Economic,Annual GDP growth,Annual %,Saint Kitts and Nevis,KNA,2010,-0.05419420653305451
Context,Economic,Annual GDP growth,Annual %,Saint Lucia,LCA,2010,0.33001854607148573
Context,Economic,Annual GDP growth,Annual %,Saint Vincent and The Grenadines,VCT,2010,-4.47046793507802
Context,Economic,Annual GDP growth,Annual %,Samoa,WSM,2010,6.124719922612499
Context,Economic,Annual GDP growth,Annual %,Seychelles,SYC,2010,4.505132043120668
Context,Economic,Annual GDP growth,Annual %,Sierra Leone,SLE,2010,6.355665958004948
Context,Economic,Annual GDP growth,Annual %,Singapore,SGP,2010,14.519749710899404
Context,Economic,Annual GDP growth,Annual %,Solomon Islands,SLB,2010,9.708388169287247
Context,Economic,Annual GDP growth,Annual %,South Africa,ZAF,2010,3.039732881279562
Context,Economic,Annual GDP growth,Annual %,Sri Lanka,LKA,2010,8.015967370404638
Context,Economic,Annual GDP growth,Annual %,Togo,TGO,2010,5.854352694105614
Context,Economic,Annual GDP growth,Annual %,Tonga,TON,2010,0.8243969140818308
Context,Economic,Annual GDP growth,Annual %,Trinidad and Tobago,TTO,2010,3.3232247102737063
Context,Economic,Annual GDP growth,Annual %,Tuvalu,TUV,2010,-2.2222222222222285
Context,Economic,Annual GDP growth,Annual %,Uganda,UGA,2010,5.637611637497571
Context,Economic,Annual GDP growth,Annual %,United Kingdom,GBR,2010,2.2333150881534607
Context,Economic,Annual GDP growth,Annual %,United Republic of Tanzania,TZA,2010,6.33652342666889
Context,Economic,Annual GDP growth,Annual %,Vanuatu,VUT,2010,1.2588672032932635
Context,Economic,Annual GDP growth,Annual %,Zambia,ZMB,2010,10.298223324121267
Context,Economic,Annual GDP growth,Annual %,Antigua and Barbuda,ATG,2011,-1.9587426221757198
Context,Economic,Annual GDP growth,Annual %,Australia,AUS,2011,2.4070801829198842
Context,Economic,Annual GDP growth,Annual %,Bahamas,BHS,2011,0.6131707358906482
Context,Economic,Annual GDP growth,Annual %,Bangladesh,BGD,2011,6.464379124977285
Context,Economic,Annual GDP growth,Annual %,Barbados,BRB,2011,-0.7314345586501076
Context,Economic,Annual GDP growth,Annual %,Belize,BLZ,2011,-0.24454378122534592
Context,Economic,Annual GDP growth,Annual %,Botswana,BWA,2011,6.838410500602521
Context,Economic,Annual GDP growth,Annual %,Brunei Darussalam,BRN,2011,3.7444063872803923
Context,Economic,Annual GDP growth,Annual %,Cameroon,CMR,2011,3.3792112850604497
Context,Economic,Annual GDP growth,Annual %,Canada,CAN,2011,3.13719442170364
Context,Economic,Annual GDP growth,Annual %,Cyprus,CYP,2011,0.416711868408683
Context,Economic,Annual GDP growth,Annual %,Dominica,DMA,2011,0.042738887889143484
Context,Economic,Annual GDP growth,Annual %,Eswatini,SWZ,2011,2.247229618359796
Context,Economic,Annual GDP growth,Annual %,Fiji,FJI,2011,2.705143029010486
Context,Economic,Annual GDP growth,Annual %,Gambia,GMB,2011,7.091753342586543
Context,Economic,Annual GDP growth,Annual %,Gabon,GAB,2011,-8.130444223156587
Context,Economic,Annual GDP growth,Annual %,Ghana,GHA,2011,14.047123580314903
Context,Economic,Annual GDP growth,Annual %,Grenada,GRD,2011,0.764773550338731
Context,Economic,Annual GDP growth,Annual %,Guyana,GUY,2011,5.196251560516018
Context,Economic,Annual GDP growth,Annual %,India,IND,2011,5.2413161993769535
Context,Economic,Annual GDP growth,Annual %,Jamaica,JAM,2011,1.730376267469211
Context,Economic,Annual GDP growth,Annual %,Kenya,KEN,2011,5.121106119705601
Context,Economic,Annual GDP growth,Annual %,Kiribati,KIR,2011,3.2637271953222466
Context,Economic,Annual GDP growth,Annual %,Lesotho,LSO,2011,4.616413945287519
Context,Economic,Annual GDP growth,Annual %,Malawi,MWI,2011,4.9326699981372855
Context,Economic,Annual GDP growth,Annual %,Malaysia,MYS,2011,5.2939128341400306
Context,Economic,Annual GDP growth,Annual %,Maldives,MDV,2011,8.843425945227821
Context,Economic,Annual GDP growth,Annual %,Malta,MLT,2011,0.9919636752963754
Context,Economic,Annual GDP growth,Annual %,Mauritius,MUS,2011,4.07753806610333
Context,Economic,Annual GDP growth,Annual %,Mozambique,MOZ,2011,7.134058423004447
Context,Economic,Annual GDP growth,Annual %,Namibia,NAM,2011,5.09133813864338
Context,Economic,Annual GDP growth,Annual %,Nauru,NRU,2011,14.394633415729501
Context,Economic,Annual GDP growth,Annual %,New Zealand,NZL,2011,2.0934962166991227
Context,Economic,Annual GDP growth,Annual %,Nigeria,NGA,2011,5.307924202895123
Context,Economic,Annual GDP growth,Annual %,Pakistan,PAK,2011,2.6801168542170473
Context,Economic,Annual GDP growth,Annual %,Papua New Guinea,PNG,2011,1.1075436261961613
Context,Economic,Annual GDP growth,Annual %,Rwanda,RWA,2011,7.958388698470941
Context,Economic,Annual GDP growth,Annual %,Saint Kitts and Nevis,KNA,2011,1.6166073042368794
Context,Economic,Annual GDP growth,Annual %,Saint Lucia,LCA,2011,4.326942805321423
Context,Economic,Annual GDP growth,Annual %,Saint Vincent and The Grenadines,VCT,2011,-0.6062766514832703
Context,Economic,Annual GDP growth,Annual %,Samoa,WSM,2011,3.8490779466039555
Context,Economic,Annual GDP growth,Annual %,Seychelles,SYC,2011,9.509783351795704
Context,Economic,Annual GDP growth,Annual %,Sierra Leone,SLE,2011,8.100655187149172
Context,Economic,Annual GDP growth,Annual %,Singapore,SGP,2011,6.214934168589892
Context,Economic,Annual GDP growth,Annual %,Solomon Islands,SLB,2011,7.429949616759075
Context,Economic,Annual GDP growth,Annual %,South Africa,ZAF,2011,3.1685562785881842
Context,Economic,Annual GDP growth,Annual %,Sri Lanka,LKA,2011,8.669483011605706
Context,Economic,Annual GDP growth,Annual %,Togo,TGO,2011,5.823252236587862
Context,Economic,Annual GDP growth,Annual %,Tonga,TON,2011,6.70369746238768
Context,Economic,Annual GDP growth,Annual %,Trinidad and Tobago,TTO,2011,-0.29435440904376264
Context,Economic,Annual GDP growth,Annual %,Tuvalu,TUV,2011,6.818181818181813
Context,Economic,Annual GDP growth,Annual %,Uganda,UGA,2011,9.391655492717604
Context,Economic,Annual GDP growth,Annual %,United Kingdom,GBR,2011,1.1383623984066276
Context,Economic,Annual GDP growth,Annual %,United Republic of Tanzania,TZA,2011,7.672155434860642
Context,Economic,Annual GDP growth,Annual %,Vanuatu,VUT,2011,3.139802900234116
Context,Economic,Annual GDP growth,Annual %,Zambia,ZMB,2011,5.569252192630188
Context,Economic,Annual GDP growth,Annual %,Antigua and Barbuda,ATG,2012,3.37314273947959
Context,Economic,Annual GDP growth,Annual %,Australia,AUS,2012,3.916709424540727
Context,Economic,Annual GDP growth,Annual %,Bahamas,BHS,2012,4.520124102896304
Context,Economic,Annual GDP growth,Annual %,Bangladesh,BGD,2012,6.521458779064432
Context,Economic,Annual GDP growth,Annual %,Barbados,BRB,2012,-0.3133111510796027
Context,Economic,Annual GDP growth,Annual %,Belize,BLZ,2012,3.7377757861718095
Context,Economic,Annual GDP growth,Annual %,Botswana,BWA,2012,-0.17085711659370872
Context,Economic,Annual GDP growth,Annual %,Brunei Darussalam,BRN,2012,0.9131353244142559
Context,Economic,Annual GDP growth,Annual %,Cameroon,CMR,2012,4.625978722095709
Context,Economic,Annual GDP growth,Annual %,Canada,CAN,2012,1.7556612914548282
Context,Economic,Annual GDP growth,Annual %,Cyprus,CYP,2012,-3.447381513745867
Context,Economic,Annual GDP growth,Annual %,Dominica,DMA,2012,-0.1573917931422102
Context,Economic,Annual GDP growth,Annual %,Eswatini,SWZ,2012,5.3966307703617815
Context,Economic,Annual GDP growth,Annual %,Fiji,FJI,2012,1.4113143817796754
Context,Economic,Annual GDP growth,Annual %,Gambia,GMB,2012,5.251076917504065
Context,Economic,Annual GDP growth,Annual %,Gabon,GAB,2012,5.241569246307407
Context,Economic,Annual GDP growth,Annual %,Ghana,GHA,2012,9.2927894063005
Context,Economic,Annual GDP growth,Annual %,Grenada,GRD,2012,-1.1548381640980097
Context,Economic,Annual GDP growth,Annual %,Guyana,GUY,2012,5.276330620468087
Context,Economic,Annual GDP growth,Annual %,India,IND,2012,5.45638755166587
Context,Economic,Annual GDP growth,Annual %,Jamaica,JAM,2012,-0.613636039869121
Context,Economic,Annual GDP growth,Annual %,Kenya,KEN,2012,4.56867961444982
Context,Economic,Annual GDP growth,Annual %,Kiribati,KIR,2012,5.803659746452581
Context,Economic,Annual GDP growth,Annual %,Lesotho,LSO,2012,6.334083746794477
Context,Economic,Annual GDP growth,Annual %,Malawi,MWI,2012,1.9000000007290936
Context,Economic,Annual GDP growth,Annual %,Malaysia,MYS,2012,5.473454192538526
Context,Economic,Annual GDP growth,Annual %,Maldives,MDV,2012,2.389288125592543
Context,Economic,Annual GDP growth,Annual %,Malta,MLT,2012,4.10259030296838
Context,Economic,Annual GDP growth,Annual %,Mauritius,MUS,2012,3.496118364708664
Context,Economic,Annual GDP growth,Annual %,Mozambique,MOZ,2012,7.994503161072203
Context,Economic,Annual GDP growth,Annual %,Namibia,NAM,2012,5.0616820696264
Context,Economic,Annual GDP growth,Annual %,Nauru,NRU,2012,25.279320502218923
Context,Economic,Annual GDP growth,Annual %,New Zealand,NZL,2012,2.366306646561739
Context,Economic,Annual GDP growth,Annual %,Nigeria,NGA,2012,4.230061174931677
Context,Economic,Annual GDP growth,Annual %,Pakistan,PAK,2012,3.0275839108862925
Context,Economic,Annual GDP growth,Annual %,Papua New Guinea,PNG,2012,4.657119596862387
Context,Economic,Annual GDP growth,Annual %,Rwanda,RWA,2012,8.641508158363223
Context,Economic,Annual GDP growth,Annual %,Saint Kitts and Nevis,KNA,2012,-0.7376367374483976
Context,Economic,Annual GDP growth,Annual %,Saint Lucia,LCA,2012,-0.10875614826235847
Context,Economic,Annual GDP growth,Annual %,Saint Vincent and The Grenadines,VCT,2012,1.1691121837647813
Context,Economic,Annual GDP growth,Annual %,Samoa,WSM,2012,-3.7321302089026602
Context,Economic,Annual GDP growth,Annual %,Seychelles,SYC,2012,3.110678493924297
Context,Economic,Annual GDP growth,Annual %,Sierra Leone,SLE,2012,10.578331663386976
Context,Economic,Annual GDP growth,Annual %,Singapore,SGP,2012,4.435497593785371
Context,Economic,Annual GDP growth,Annual %,Solomon Islands,SLB,2012,2.4660013869788315
Context,Economic,Annual GDP growth,Annual %,South Africa,ZAF,2012,2.396232384657452
Context,Economic,Annual GDP growth,Annual %,Sri Lanka,LKA,2012,8.632181380240382
Context,Economic,Annual GDP growth,Annual %,Togo,TGO,2012,6.3026954206915065
